time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1762772476999337500,13191.623337402343,63.930802796036005,1.2353712886701749,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,7.784430193957774,12.47923879059007,0.0
1762772526999750100,13241.62375024414,63.930802796036005,1.2538705452057486,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,8.446186376769168,12.47923879059007,0.0
1762772576999474000,13291.623473876953,63.930802796036005,1.229572090576775,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,8.593747689670137,12.47923879059007,0.0
1762772626999172600,13341.623172607422,63.930802796036005,1.2832785478728153,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.245954590575272,7.974464407214024,12.47923879059007,0.0
1762772676999644200,13391.62364404297,63.930802796036005,1.2814750318278028,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,7.843342767717026,12.47923879059007,0.0
1762772726999347200,13441.623347167968,63.930802796036005,1.0263131168540245,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,7.801859094101464,12.47923879059007,0.0
1762772776999766800,13491.623766845703,63.930802796036005,1.2565497896718671,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,8.932807331998402,12.47923879059007,0.0
1762772826999495200,13541.623495117188,63.930802796036005,1.2665019262225572,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.245954590575272,10.02585117344968,12.47923879059007,0.0
1762772876999194000,13591.623194091797,63.930802796036005,1.2765565384042858,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,9.923232442623773,12.47923879059007,0.0
1762772926999655700,13641.62365576172,63.930802796036005,0.9131933261426676,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.245954590575268,9.79648622505504,12.47923879059007,0.0
1762772951999505700,13666.623505615236,64.06891160085797,1.282830050668343,180.0,41.90367777473508,16.478911448270082,2.265571609868191,14.24595460956057,9.02428546257999,12.4792456345527,0.2091085081020676
1762772961999445800,13676.623445800782,64.13471955899149,1.9052389027244072,180.0,41.90367855570564,16.5447194064036,2.265577904730906,19.76499303075026,3.0,12.47925999726768,0.3105212607535419
1762772974999368000,13689.62336791992,63.88043641112745,2.1159686133006907,180.0,41.903698631564815,16.290436258539557,2.2655582111587504,14.245954589946445,3.0,12.479214433438072,0.2985460043398509
1762773002999199000,13717.62319897461,63.388929278589785,1.32947996839212,180.0,41.903714644674615,15.798929126001894,10.669884620088744,14.245954590575272,9.365160372597789,12.4792337181263,0.0
1762773052999588600,13767.623588623046,63.388929278589785,1.2766635770127794,180.0,41.903714644674615,15.798929126001894,10.669884620088744,14.245954590575272,11.881531643100296,12.4792337181263,0.0
1762773102999313000,13817.623312988282,63.388929278589785,1.3353855223646702,180.0,41.903714644674615,15.798929126001894,10.669884620088744,14.24595459057527,11.560108379315729,12.4792337181263,0.0
1762773152999564300,13867.623564208983,63.388929278589785,0.9576327320159908,180.0,41.903714644674615,15.798929126001894,10.669884620088744,14.24595459057527,9.945375651022829,12.4792337181263,0.0
1762773202999427000,13917.623427001952,63.388929278589785,1.1710122425544969,180.0,41.903714644674615,15.798929126001894,10.669884620088744,14.245954590575272,11.515936329320384,12.4792337181263,0.0
1762773252999159800,13967.62315991211,63.388929278589785,1.0672362543547051,180.0,41.903714644674615,15.798929126001894,10.669884620088744,14.245954590575272,10.59786217597896,12.4792337181263,0.0
1762773302999498000,14017.623498046874,63.388929278589785,1.3083753877071858,180.0,41.903714644674615,15.798929126001894,10.669884620088744,14.245954590575272,8.995625452906403,12.4792337181263,0.0
1762773352999291600,14067.623291748048,63.388929278589785,1.3293262166839055,180.0,41.903714644674615,15.798929126001894,10.669884620088744,14.24595459057527,9.771772393386888,12.4792337181263,0.0
1762773402999541200,14117.623541259763,63.388929278589785,1.2784182008828475,180.0,41.903714644674615,15.798929126001894,10.669884620088744,14.24595459057527,10.400972033863402,12.4792337181263,0.0
